frame,t,elbow_angle,knee_angle,phase,rep,fps
608,44.93450870000015,,171.8,up,8,15.2
609,45.00974119999955,,172.96,up,8,15.0
610,45.08730250000008,,173.75,up,8,14.8
611,45.159131099999286,,174.34,up,8,14.7
612,45.22956870000053,,174.85,up,8,14.7
613,45.29029769999943,,175.32,up,8,14.8
614,45.36036039999999,,175.84,up,8,14.8
615,45.418944799999736,,176.41,up,8,15.0
616,45.49264860000039,,176.87,up,8,14.9
617,45.564516899999944,,177.23,up,8,14.8
618,45.64448640000046,,177.49,up,8,14.5
619,45.72153269999944,,177.73,up,8,14.4
620,45.78576350000003,,177.66,up,8,14.5
621,45.85272190000069,,177.21,up,8,14.6
622,45.92496630000096,,176.39,up,8,14.5
623,45.99876880000011,,174.17,up,8,14.4
624,46.074856100000034,,171.84,up,8,14.3
625,46.15001560000019,,168.21,up,8,14.2
626,46.2226914999992,,164.09,up,8,14.1
627,46.28323450000062,,160.07,up,8,14.4
628,46.353765899999416,,155.72,up,8,14.3
629,46.41374619999988,,149.23,up,8,14.6
630,46.481993800000055,,143.23,up,8,14.6
631,46.564181499999904,,136.28,up,8,14.3
632,46.620402399999875,,130.16,up,8,14.7
633,46.68883029999961,,124.81,up,8,14.7
634,46.75334490000023,,120.13,up,8,14.8
635,46.82766129999982,,114.92,up,8,14.6
636,46.89488650000021,,110.46,up,8,14.7
637,46.95442539999931,,105.65,up,8,14.9
638,47.0250503999996,,101.46,up,8,14.8
639,47.083889499999714,,97.83,down,8,15.0
640,47.14931330000036,,94.82,down,8,15.0
641,47.23464860000058,,90.88,down,8,14.7
642,47.29907529999946,,87.18,down,8,14.8
643,47.355761099999654,,84.19,down,8,15.1
644,47.4332904999992,,81.55,down,8,14.9
645,47.494181000000026,,79.38,down,8,15.0
646,47.57145760000094,,77.28,down,8,14.8
647,47.641192000000956,,76.05,down,8,14.8
648,47.705325700000685,,75.2,down,8,14.8
649,47.76891830000022,,75.62,down,8,14.9
650,47.85169300000052,,76.59,down,8,14.6
651,47.91917250000006,,77.92,down,8,14.7
652,48.01395059999959,,81.59,down,8,14.3
653,48.121585299999424,,86.93,down,8,13.8
654,48.18693499999972,,92.01,down,8,13.9
655,48.2452147999993,,98.97,down,8,14.2
656,48.3188554999997,,106.37,up,8,14.2
657,48.38622050000049,,113.78,up,8,14.2
658,48.45054170000003,,121.64,up,8,14.4
659,48.52212739999959,,128.35,up,8,14.3
660,48.593117399999755,,134.52,up,8,14.3
661,48.66042209999978,,141.24,up,8,14.4
662,48.74030479999965,,147.25,up,8,14.2
663,48.79973559999962,,153.26,up,8,14.4
664,48.87861189999967,,158.59,up,8,14.3
665,48.95252319999963,,162.77,up,8,14.2
666,49.01887100000022,,165.92,up,8,14.3
667,49.08350280000013,,168.49,up,9,14.4
668,49.15412830000059,,170.31,up,9,14.4
669,49.22123939999983,,171.97,up,9,14.4
670,49.29407580000043,,173.48,up,9,14.4
671,49.373658599999544,,174.66,up,9,14.2
672,49.45044240000061,,175.59,up,9,14.1
673,49.51501599999938,,176.27,up,9,14.2
674,49.57859699999972,,176.76,up,9,14.4
675,49.64267629999995,,177.17,up,9,14.5
676,49.71339550000084,,177.63,up,9,14.4
677,49.78642319999926,,178.07,up,9,14.4
678,49.86491179999939,,178.39,up,9,14.2
679,49.943573799999285,,178.61,up,9,14.1
680,50.02240979999988,,178.75,up,9,13.9
681,50.085668100000476,,178.64,up,9,14.1
682,50.1459090999997,,177.71,up,9,14.4
683,50.208624599999894,,176.23,up,9,14.5
684,50.29590350000035,,174.66,up,9,14.2
685,50.36345869999968,,171.25,up,9,14.3
686,50.43394629999966,,167.96,up,9,14.3
687,50.50557630000003,,164.61,up,9,14.2
688,50.56698030000007,,160.29,up,9,14.4
689,50.6359336000005,,155.91,up,9,14.4
690,50.7109619999992,,151.81,up,9,14.3
691,50.78333039999961,,145.57,up,9,14.3
692,50.851785999999265,,139.49,up,9,14.3
693,50.92978840000069,,133.47,up,9,14.2
694,50.99613049999971,,128.1,up,9,14.3
695,51.05405989999963,,123.38,up,9,14.6
696,51.14139310000064,,118.98,up,9,14.2
697,51.208160500000304,,113.45,up,9,14.3
698,51.272227499999644,,107.92,up,9,14.4
699,51.35105579999981,,102.97,up,9,14.3
700,51.42122220000056,,98.88,down,9,14.3
701,51.48120039999958,,95.46,down,9,14.5
702,51.5639429999992,,91.95,down,9,14.3
703,51.631126199999926,,88.74,down,9,14.3
704,51.706249599999865,,85.89,down,9,14.2
705,51.78954920000069,,83.35,down,9,14.0
706,51.851137100000415,,81.7,down,9,14.2
707,51.93133660000058,,80.62,down,9,14.1
708,52.01052949999939,,79.78,down,9,13.9
709,52.07402800000091,,80.48,down,9,14.1
710,52.14507159999994,,81.21,down,9,14.1
711,52.22049599999991,,83.88,down,9,14.0
712,52.29266909999933,,86.99,down,9,14.0
713,52.3504312999994,,90.55,down,9,14.3
714,52.41424740000002,,94.38,down,9,14.5
715,52.48656029999984,,99.94,down,9,14.4
716,52.544264199999816,,105.58,up,9,14.7
717,52.61996259999978,,112.64,up,9,14.5
718,52.69397620000018,,119.49,up,9,14.4
719,52.75750049999988,,126.23,up,9,14.6
720,52.81826659999933,,132.33,up,9,14.8
721,52.88747650000005,,139.6,up,9,14.7
722,52.949232299999494,,146.58,up,9,14.9
723,53.015620399999534,,153.21,up,9,14.9
724,53.085429400000066,,157.96,up,9,14.8
725,53.1480530000008,,162.07,up,9,14.9
726,53.20777640000051,,165.58,up,9,15.1
727,53.28156440000021,,168.02,up,10,15.0
728,114.8441739000009,,171.4,up,0,13.5
729,115.00310170000012,,171.36,up,0,12.8
730,115.08573720000095,,171.25,up,0,12.7
731,115.14901260000079,,171.08,up,0,13.0
732,115.20761490000041,,170.84,up,0,13.4
733,115.28971649999949,,170.45,up,0,13.3
734,115.35347030000048,,170.06,up,0,13.5
735,115.41531360000045,,169.75,up,0,13.8
736,115.47885270000006,,169.62,up,0,14.0
737,115.54070370000045,,169.82,up,0,14.2
738,115.61429669999961,,170.09,up,0,14.1
739,115.68002800000068,,170.33,up,0,14.2
740,115.74093800000082,,170.65,up,0,14.5
741,115.80662350000057,,170.92,up,0,14.5
742,115.87403479999921,,171.11,up,0,14.6
743,115.94845420000092,,171.19,up,0,14.5
744,116.00698530000045,,171.23,up,0,14.7
745,116.06145900000047,,171.03,up,0,15.1
746,116.1296211000008,,170.68,up,0,15.0
747,116.19092029999956,,170.19,up,0,15.2
748,116.25072800000089,,168.73,up,0,15.3
749,116.31028730000071,,166.98,up,0,15.5
750,116.36836480000056,,165.09,up,0,15.6
751,116.42217569999957,,163.05,up,0,15.9
752,116.48541979999936,,160.84,up,0,15.9
753,116.5506060000007,,157.31,up,0,15.9
754,116.61929070000042,,153.41,up,0,15.7
755,116.67976289999933,,149.13,up,0,15.8
756,116.74373109999942,,143.62,up,0,15.8
757,116.81981070000074,,138.04,up,0,15.5
758,116.87380040000062,,130.95,up,0,15.8
759,116.94933459999993,,124.58,up,0,15.6
760,117.02777369999967,,118.4,up,0,15.3
761,117.10413460000018,,111.74,up,0,15.1
762,117.16568299999926,,105.95,up,0,15.2
763,117.24050499999976,,100.9,up,0,15.0
764,117.31717129999925,,95.84,down,0,14.8
765,117.37911429999986,,91.59,down,0,14.9
766,117.44445980000091,,87.98,down,0,15.0
767,117.51052759999948,,84.54,down,0,15.0
768,117.57482080000045,,81.39,down,0,15.1
769,117.64552960000037,,79.01,down,0,15.0
770,117.70865589999994,,77.29,down,0,15.0
771,117.77683620000062,,76.25,down,0,15.0
772,117.84463909999977,,75.66,down,0,15.0
773,117.91395899999952,,76.99,down,0,14.9
774,117.98223809999945,,78.93,down,0,14.9
775,118.04361919999974,,81.29,down,0,15.0
776,118.12972339999942,,86.01,down,0,14.7
777,118.19799550000062,,91.21,down,0,14.7
778,118.26690199999939,,98.29,down,0,14.7
779,118.33642449999934,,104.93,up,0,14.6
780,118.40151040000092,,112.12,up,0,14.7
781,118.46964529999968,,120.74,up,0,14.7
782,118.54790619999949,,128.37,up,0,14.5
783,118.61108960000092,,135.9,up,0,14.6
784,118.6707867999994,,143.32,up,0,14.9
785,118.74456529999952,,149.75,up,0,14.7
786,118.80685190000077,,154.96,up,0,14.9
787,118.86840510000002,,158.79,up,0,15.0
788,118.92868930000077,,161.89,up,0,15.2
789,118.99813859999995,,164.47,up,0,15.1
790,119.06620509999993,,166.54,up,1,15.0
791,119.13964680000026,,168.07,up,1,14.9
792,119.21349809999992,,169.18,up,1,14.8
793,119.27853340000001,,170.18,up,1,14.8
794,119.33954950000043,,170.89,up,1,15.0
795,119.41069020000032,,171.33,up,1,14.9
796,119.4787152000008,,171.54,up,1,14.9
797,119.55503040000076,,171.65,up,1,14.7
798,119.63050320000002,,171.44,up,1,14.5
799,119.70472979999977,,170.83,up,1,14.4
800,119.77650069999981,,169.53,up,1,14.4
801,119.8500125999999,,166.2,up,1,14.3
802,119.90820019999956,,162.26,up,1,14.6
803,119.97041639999952,,158.07,up,1,14.7
804,120.04779629999939,,152.5,up,1,14.6
805,120.1003514999993,,146.44,up,1,15.0
806,120.16930390000016,,140.91,up,1,15.0
807,120.24177190000046,,134.71,up,1,14.8
808,120.30403690000094,,128.71,up,1,15.0
809,120.38002179999967,,121.92,up,1,14.8
810,120.44040459999997,,115.84,up,1,15.0
811,120.50832529999934,,110.47,up,1,14.9
812,120.56825159999971,,105.78,up,1,15.1
813,120.62895559999924,,100.44,up,1,15.2
814,120.68991570000071,,95.99,down,1,15.4
815,120.7719588,,92.25,down,1,15.0
816,120.84195519999957,,88.62,down,1,15.0
817,120.91346209999938,,85.28,down,1,14.9
818,120.97842540000056,,82.5,down,1,14.9
819,121.0471080999996,,80.16,down,1,14.9
820,121.12060810000003,,78.45,down,1,14.8
821,121.17916100000002,,77.14,down,1,15.0
822,121.24365439999929,,77.13,down,1,15.0
823,121.30229689999942,,77.79,down,1,15.2
824,121.37394239999958,,78.79,down,1,15.1
825,121.4354884000004,,82.21,down,1,15.2
826,121.50462549999975,,86.63,down,1,15.2
827,121.57895029999963,,91.1,down,1,15.0
828,121.64281750000009,,97.2,down,1,15.0
829,121.71368079999957,,102.62,up,1,15.0
830,121.7837283000008,,107.74,up,1,14.9
831,121.83996189999925,,115.99,up,1,15.2
832,121.89900289999969,,123.75,up,1,15.4
833,121.97171329999946,,130.24,up,1,15.2
834,122.03956029999972,,137.81,up,1,15.1
835,122.09698899999967,,144.83,up,1,15.4
836,122.16632770000069,,150.56,up,1,15.3
837,122.2390962999998,,155.35,up,1,15.1
838,122.29731940000056,,159.54,up,1,15.3
839,122.36575000000084,,162.87,up,1,15.3
840,122.43541949999963,,165.32,up,1,15.2
841,122.50649449999946,,167.39,up,2,15.1
842,122.57083550000061,,169.16,up,2,15.1
843,122.64600050000081,,170.5,up,2,14.9
844,122.70216719999917,,171.62,up,2,15.2
845,122.7694320999999,,172.52,up,2,15.2
846,122.8346201000004,,173.16,up,2,15.2
847,122.90431229999922,,173.66,up,2,15.1
848,122.95987740000055,,174.13,up,2,15.4
849,123.02050190000045,,174.51,up,2,15.5
850,123.09266940000089,,174.76,up,2,15.3
851,123.15353099999993,,174.73,up,2,15.5
852,123.2183358000002,,172.78,up,2,15.5
853,123.27480529999957,,170.13,up,2,15.7
854,123.33292690000053,,167.48,up,2,15.8
855,123.40798170000016,,164.93,up,2,15.6
856,123.50095230000079,,161.24,up,2,15.1
857,123.58427490000031,,157.07,up,2,14.8
858,123.65054450000025,,151.26,up,2,14.8
859,123.7342735000002,,145.31,up,2,14.5
860,123.79894779999995,,138.19,up,2,14.6
861,123.87429429999975,,131.15,up,2,14.5
862,123.96142280000095,,124.2,up,2,14.2
863,124.03014670000084,,117.88,up,2,14.2
864,124.10139700000036,,112.28,up,2,14.2
865,124.17211560000032,,106.19,up,2,14.2
866,124.23432639999919,,101.41,up,2,14.4
867,124.30623999999989,,97.45,down,2,14.3
868,124.38811960000021,,93.1,down,2,14.1
869,124.4446478000009,,89.56,down,2,14.5
870,124.49860679999983,,86.61,down,2,14.9
871,124.55911510000078,,83.91,down,2,15.1
872,124.62278639999931,,81.64,down,2,15.1
873,124.67784840000058,,79.82,down,2,15.4
874,124.73877010000069,,78.31,down,2,15.5
875,124.8000718000003,,77.11,down,2,15.6
876,124.88250119999975,,76.75,down,2,15.3
877,124.94369630000074,,78.42,down,2,15.4
878,125.0053652000006,,80.87,down,2,15.4
879,125.07747539999946,,83.5,down,2,15.3
880,125.13812959999996,,86.4,down,2,15.4
881,125.20234739999978,,91.4,down,2,15.4
882,125.27125060000071,,96.22,down,2,15.3
883,125.32947830000012,,100.48,up,2,15.5
884,125.39494919999925,,106.7,up,2,15.5
885,125.46159970000008,,113.56,up,2,15.4
886,125.5377626999998,,120.59,up,2,15.2
887,125.61512380000022,,127.79,up,2,15.0
888,125.68576140000005,,134.31,up,2,14.9
889,125.75309589999961,,140.43,up,2,14.9
890,125.82526189999953,,146.76,up,2,14.8
891,125.88337259999935,,152.37,up,2,15.0
892,125.94707440000093,,156.94,up,2,15.1
893,126.01650960000006,,160.77,up,2,15.0
894,126.07478439999977,,164.14,up,2,15.2
895,126.13998379999975,,166.69,up,3,15.3
896,126.19672619999983,,168.53,up,3,15.5
897,126.26579549999951,,170.16,up,3,15.4
898,126.33822970000074,,171.59,up,3,15.2
899,126.39612370000032,,172.59,up,3,15.4
900,126.4665187999999,,173.37,up,3,15.3
901,126.52773309999975,,173.96,up,3,15.4
902,126.6002079000009,,174.41,up,3,15.3
903,126.67155110000022,,174.77,up,3,15.1
904,126.72983439999916,,175.03,up,3,15.3
905,126.79832180000085,,175.07,up,3,15.3
906,126.86699380000027,,174.97,up,3,15.2
907,126.93026690000079,,174.82,up,3,15.3
908,126.9979499000001,,174.33,up,3,15.2
909,127.06525560000046,,173.67,up,3,15.2
910,127.12776400000075,,172.53,up,3,15.3
911,127.1907814999995,,169.27,up,3,15.3
912,127.2682076000001,,165.69,up,3,15.1
913,127.33831920000011,,160.9,up,3,15.0
914,127.39999019999959,,155.94,up,3,15.1
915,127.47338090000085,,151.43,up,3,15.0
916,127.5485463999994,,144.74,up,3,14.8
917,127.60946750000039,,138.59,up,3,15.0
918,127.67191930000081,,132.86,up,3,15.1
919,127.73551179999959,,125.82,up,3,15.1
920,127.79978870000014,,119.6,up,3,15.2
921,127.8780397999999,,114.08,up,3,14.9
922,127.93745730000046,,109.12,up,3,15.1
923,127.99531820000084,,103.94,up,3,15.3
924,128.0567463999996,,99.91,down,3,15.4
925,128.12650949999988,,96.45,down,3,15.3
926,128.19457780000084,,92.62,down,3,15.3
927,128.25642739999967,,89.06,down,3,15.4
928,128.32043669999985,,86.16,down,3,15.4
929,128.3878349000006,,83.17,down,3,15.3
930,128.44410880000032,,80.64,down,3,15.6
931,128.51787370000056,,78.43,down,3,15.4
932,128.58276800000021,,77.24,down,3,15.4
933,128.6432208999995,,76.46,down,3,15.5
934,128.7040407000004,,75.92,down,3,15.6
935,128.78624490000038,,76.1,down,3,15.2
936,128.85553690000052,,78.02,down,3,15.2
937,128.9099442000006,,80.52,down,3,15.5
938,128.98893990000033,,85.51,down,3,15.2
939,129.05765109999993,,90.75,down,3,15.1
940,129.12075320000076,,95.48,down,3,15.2
941,129.18598949999978,,101.52,up,3,15.2
942,129.25773069999923,,107.52,up,3,15.1
943,129.32672599999933,,113.44,up,3,15.0
944,129.39078859999972,,120.73,up,3,15.1
945,129.45008079999934,,127.14,up,3,15.3
946,129.51776889999928,,133.05,up,3,15.2
947,129.58632089999992,,138.98,up,3,15.2
948,129.6506642000004,,144.69,up,3,15.2
949,129.70947890000025,,149.61,up,3,15.4
950,129.77616259999922,,153.77,up,3,15.3
951,129.85090029999992,,157.77,up,3,15.1
952,129.92543300000034,,160.82,up,3,15.0
953,129.99163829999998,,163.2,up,3,15.0
954,130.07793160000074,,165.08,up,4,14.6
955,130.1492505999995,,166.56,up,4,14.6
956,130.21861360000003,,167.63,up,4,14.6
957,130.29286329999923,,168.46,up,4,14.5
958,130.35811529999955,,169.15,up,4,14.5
959,130.4210712999993,,169.66,up,4,14.7
960,130.48298140000043,,170.13,up,4,14.8
961,130.54491699999926,,170.48,up,4,15.0
962,130.60310310000023,,170.79,up,4,15.2
963,130.65927899999951,,171.05,up,4,15.4
964,130.72962709999956,,171.26,up,4,15.3
965,130.78911289999996,,171.41,up,4,15.5
966,130.8473365000009,,171.53,up,4,15.6
967,130.90602670000044,,171.54,up,4,15.8
968,130.97965599999952,,170.59,up,4,15.6
969,131.04057529999955,,168.95,up,4,15.6
970,131.10877280000022,,166.7,up,4,15.5
971,131.1715107,,164.0,up,4,15.6
972,131.23596800000087,,159.92,up,4,15.6
973,131.29741730000023,,155.62,up,4,15.6
974,131.36928959999932,,151.59,up,4,15.5
975,131.4387182999999,,145.68,up,4,15.4
976,131.5076979000005,,139.86,up,4,15.3
977,131.59508710000046,,134.29,up,4,14.9
978,131.65803939999932,,127.33,up,4,15.0
979,131.72024779999992,,121.1,up,4,15.1
980,131.7946007999999,,114.18,up,4,14.9
981,131.8609806000004,,108.11,up,4,15.0
982,131.92213509999965,,102.95,up,4,15.1
983,131.9875974000006,,98.6,down,4,15.1
984,132.05103149999923,,94.0,down,4,15.2
985,132.12002589999975,,89.94,down,4,15.1
986,132.1955500999993,,85.71,down,4,14.9
987,132.26794660000087,,82.23,down,4,14.8
988,132.32973950000087,,78.94,down,4,14.9
989,132.3903295,,76.53,down,4,15.1
990,132.4780193000006,,74.95,down,4,14.7
991,132.54168650000065,,74.76,down,4,14.8
992,132.61357040000075,,75.77,down,4,14.7
993,132.68143149999923,,77.29,down,4,14.7
994,132.73748560000058,,79.53,down,4,15.0
995,132.79808290000074,,83.85,down,4,15.2
996,132.8769642999996,,88.96,down,4,14.9
997,132.95292300000074,,95.97,down,4,14.8
998,133.01678510000056,,102.37,up,4,14.9
999,133.0967283000009,,108.54,up,4,14.6
1000,133.1606169000006,,116.31,up,4,14.7
1001,133.2295570999995,,123.71,up,4,14.7
1002,133.3163497000005,,129.85,up,4,14.4
1003,133.3885238999992,,136.72,up,4,14.3
1004,133.45463650000056,,142.93,up,4,14.4
1005,133.51773909999974,,148.87,up,4,14.6
1006,133.59276449999925,,154.17,up,4,14.4
1007,133.66151700000046,,158.38,up,4,14.4
1008,133.73086049999984,,161.62,up,4,14.4
1009,133.8135110000003,,163.9,up,4,14.2
1010,133.8823252000002,,165.48,up,5,14.2
1011,133.94563870000093,,166.62,up,5,14.4
1012,134.01304410000012,,167.58,up,5,14.4
1013,134.07006460000048,,168.3,up,5,14.7
1014,134.1302259999993,,168.98,up,5,14.9
1015,134.20132510000076,,169.55,up,5,14.8
1016,134.26927240000077,,170.02,up,5,14.8
1017,134.32241840000097,,170.39,up,5,15.2
1018,134.37571879999996,,170.73,up,5,15.6
1019,134.44288740000047,,171.01,up,5,15.5
1020,134.51801239999986,,170.97,up,5,15.3
1021,134.57313760000034,,170.79,up,5,15.6
1022,134.63551449999977,,170.33,up,5,15.6
1023,134.69167000000016,,169.63,up,5,15.8
1024,134.75846079999974,,168.12,up,5,15.8
1025,134.83677180000086,,165.62,up,5,15.5
1026,134.91475569999966,,160.69,up,5,15.2
1027,134.9804980000008,,155.68,up,5,15.2
1028,135.05942180000056,,150.86,up,5,14.9
1029,135.1305167999999,,144.61,up,5,14.9
1030,135.20618599999943,,138.75,up,5,14.7
1031,135.29158769999958,,131.36,up,5,14.4
1032,135.35699360000035,,124.75,up,5,14.5
1033,135.4226505000006,,118.44,up,5,14.6
1034,135.50573199999963,,111.55,up,5,14.3
1035,135.57749390000026,,105.76,up,5,14.3
1036,135.6529114999994,,99.71,down,5,14.2
1037,135.74072949999936,,94.79,down,5,13.9
1038,135.79862130000038,,90.73,down,5,14.2
1039,135.86667789999956,,86.78,down,5,14.3
1040,135.9370990999996,,83.47,down,5,14.3
1041,136.0048757000004,,80.65,down,5,14.3
1042,136.0743583000003,,78.58,down,5,14.3
1043,136.15313509999942,,77.09,down,5,14.2
1044,136.21460649999972,,76.65,down,5,14.4
1045,136.28992070000095,,77.06,down,5,14.3
1046,136.36335990000043,,77.95,down,5,14.2
1047,136.43602649999957,,80.92,down,5,14.2
1048,136.49807949999922,,84.41,down,5,14.3
1049,136.56522939999923,,87.55,down,5,14.4
1050,136.63314549999996,,92.66,down,5,14.4
1051,136.69048979999934,,97.37,down,5,14.7
1052,136.75248400000055,,101.92,up,5,14.9
1053,136.83031859999937,,108.77,up,5,14.7
1054,136.89498450000065,,115.98,up,5,14.8
1055,136.96333210000012,,122.28,up,5,14.7
1056,137.02783830000044,,129.75,up,5,14.8
1057,137.09599870000056,,136.3,up,5,14.8
1058,137.17368999999962,,143.12,up,5,14.6
1059,137.26436909999939,,149.21,up,5,14.3
1060,137.3286189999999,,154.43,up,5,14.4
1061,137.3847810999996,,158.32,up,5,14.7
1062,137.45097480000004,,161.58,up,5,14.8
1063,137.5053007000006,,164.18,up,5,15.1
1064,137.56591800000024,,166.19,up,6,15.3
1065,137.63274679999995,,167.79,up,6,15.2
1066,137.70076150000023,,169.05,up,6,15.2
1067,137.7701216000005,,170.04,up,6,15.1
1068,137.84021930000017,,170.89,up,6,15.0
1069,137.9082010000002,,171.63,up,6,15.0
1070,137.97074079999948,,172.23,up,6,15.1
1071,138.03461779999998,,172.66,up,6,15.1
1072,138.10533430000032,,172.99,up,6,15.0
1073,138.16542499999923,,173.25,up,6,15.2
1074,138.22905659999924,,173.44,up,6,15.3
1075,138.32398690000082,,173.39,up,6,14.8
1076,138.3866414999993,,172.69,up,6,14.9
1077,138.44542720000027,,170.86,up,6,15.1
1078,138.50370450000082,,168.42,up,6,15.3
1079,138.57854340000085,,165.92,up,6,15.1
1080,138.6391263000005,,162.1,up,6,15.3
1081,138.69477189999998,,158.24,up,6,15.5
1082,138.7621655999992,,154.65,up,6,15.5
1083,138.82990860000064,,149.82,up,6,15.4
1084,138.8876780999999,,143.86,up,6,15.6
1085,138.95870520000062,,138.78,up,6,15.4
1086,139.0230726000009,,132.75,up,6,15.4
1087,139.08331569999973,,126.86,up,6,15.6
1088,139.15620350000063,,121.21,up,6,15.4
1089,139.21770520000064,,115.27,up,6,15.5
1090,139.28442039999936,,109.25,up,6,15.4
1091,139.3446526000007,,104.66,up,6,15.5
1092,139.4097156000007,,99.93,down,6,15.5
1093,139.4819721999993,,95.72,down,6,15.4
1094,139.54267179999988,,92.46,down,6,15.5
1095,139.60532590000003,,88.67,down,6,15.5
1096,139.68745689999923,,85.39,down,6,15.2
1097,139.74527320000016,,82.81,down,6,15.4
1098,139.80302540000048,,80.15,down,6,15.6
1099,139.87343750000036,,77.9,down,6,15.4
1100,139.93553260000044,,76.2,down,6,15.5
1101,140.00074420000055,,75.3,down,6,15.5
1102,140.1019754000008,,75.4,down,6,14.9
1103,140.16604150000057,,76.06,down,6,15.0
1104,140.22785119999935,,78.13,down,6,15.1
1105,140.3027564999993,,80.7,down,6,14.9
1106,140.3767441,,85.16,down,6,14.8
1107,140.43637619999936,,89.65,down,6,15.0
1108,140.50850080000055,,94.38,down,6,14.9
1109,140.57605870000043,,99.54,down,6,14.9
1110,140.64632259999962,,104.1,up,6,14.8
1111,140.71828490000007,,108.84,up,6,14.7
1112,140.78720690000046,,115.95,up,6,14.7
1113,140.85825309999927,,123.02,up,6,14.6
1114,140.93225469999925,,129.2,up,6,14.5
1115,140.99503809999987,,135.6,up,6,14.7
1116,141.06003539999983,,141.24,up,6,14.7
1117,141.12044140000035,,146.23,up,6,14.9
1118,141.19502380000085,,151.32,up,6,14.8
1119,141.2660266999992,,155.88,up,6,14.7
1120,141.33932099999947,,159.8,up,6,14.6
1121,141.40474259999974,,162.8,up,6,14.7
1122,141.46092920000046,,165.4,up,6,15.0
1123,141.54264800000055,,167.42,up,7,14.7
1124,141.61886249999952,,168.88,up,7,14.5
1125,141.68719430000056,,170.0,up,7,14.6
1126,141.75165109999944,,170.92,up,7,14.6
1127,141.81854369999928,,171.58,up,7,14.7
1128,141.8783203999992,,172.1,up,7,14.9
1129,141.94458420000046,,172.54,up,7,14.9
1130,142.01478680000037,,172.93,up,7,14.8
1131,142.07419339999979,,173.25,up,7,15.0
1132,142.1310840999995,,173.44,up,7,15.3
1133,142.1956313999999,,173.45,up,7,15.3
1134,142.26183630000014,,173.22,up,7,15.3
1135,142.31656010000006,,172.7,up,7,15.6
1136,142.37700340000083,,170.46,up,7,15.7
1137,142.43507099999988,,168.07,up,7,15.8
1138,142.5055615000001,,164.23,up,7,15.7
1139,142.56658960000095,,160.27,up,7,15.7
1140,142.62958419999995,,155.31,up,7,15.8
1141,142.6896880000004,,150.23,up,7,15.8
1142,142.75672959999974,,145.46,up,7,15.8
1143,142.81811720000042,,139.67,up,7,15.8
1144,142.90179340000032,,133.64,up,7,15.4
1145,142.96160450000025,,127.87,up,7,15.6
1146,143.0409512999995,,122.02,up,7,15.3
1147,143.11810569999943,,116.31,up,7,15.0
1148,143.18146809999962,,110.21,up,7,15.1
1149,143.2431472999997,,105.29,up,7,15.2
1150,143.32239420000042,,100.67,up,7,15.0
1151,143.38853469999958,,96.4,down,7,15.0
1152,143.45201850000012,,92.74,down,7,15.0
1153,143.51919029999954,,89.41,down,7,15.0
1154,143.60317589999977,,86.03,down,7,14.7
1155,143.65978499999983,,83.4,down,7,15.0
1156,143.72739809999985,,81.14,down,7,15.0
1157,143.80226589999984,,79.21,down,7,14.8
1158,143.87715469999966,,77.81,down,7,14.7
1159,143.94057649999922,,76.69,down,7,14.8
1160,144.00338349999947,,76.61,down,7,14.9
1161,144.05840770000032,,77.21,down,7,15.2
1162,144.12463340000068,,78.63,down,7,15.2
1163,144.18832470000052,,81.66,down,7,15.3
1164,144.25257600000077,,85.13,down,7,15.3
1165,144.3125216999997,,88.64,down,7,15.4
1166,144.3769427999996,,94.03,down,7,15.4
1167,144.4483440999993,,98.81,down,7,15.3
1168,144.50526610000088,,103.65,up,7,15.5
1169,144.56984659999944,,108.04,up,7,15.5
1170,144.62784909999937,,114.61,up,7,15.7
1171,144.68548120000014,,120.91,up,7,15.9
1172,144.75615300000027,,126.89,up,7,15.7
1173,144.81884770000033,,133.05,up,7,15.7
1174,144.89452899999924,,139.38,up,7,15.5
1175,144.9619788,,145.12,up,7,15.4
1176,145.04828579999958,,150.44,up,7,15.0
1177,145.11651840000013,,154.67,up,7,15.0
1178,145.18578320000051,,158.18,up,7,14.9
1179,145.24896980000085,,161.02,up,7,15.0
1180,145.32945909999944,,163.2,up,7,14.8
1181,145.4014406999995,,165.02,up,8,14.7
1182,145.45976340000016,,166.83,up,8,14.9
1183,145.53234770000017,,168.39,up,8,14.8
1184,145.60239589999946,,169.71,up,8,14.8
1185,145.6715623,,170.71,up,8,14.7
1186,145.75532030000068,,171.51,up,8,14.4
1187,145.81472759999997,,172.05,up,8,14.7
1188,145.88157280000087,,172.3,up,8,14.7
1189,145.97740669999985,,172.18,up,8,14.3
1190,146.04654909999954,,171.74,up,8,14.3
1191,146.1133635999995,,171.05,up,8,14.4
1192,146.1926452000007,,168.2,up,8,14.2
1193,146.27095910000025,,165.02,up,8,14.1
1194,146.3420432999992,,160.3,up,8,14.1
1195,146.42502439999953,,155.8,up,8,13.9
1196,146.48992240000007,,151.3,up,8,14.0
1197,146.55756079999992,,144.9,up,8,14.1
1198,146.64098250000097,,138.68,up,8,13.9
1199,146.71326319999935,,132.74,up,8,13.9
1200,146.7785162,,126.91,up,8,14.0
1201,146.84556599999996,,121.71,up,8,14.1
1202,146.90876390000085,,115.53,up,8,14.3
1203,146.96727140000075,,110.0,up,8,14.6
1204,147.03913719999946,,104.52,up,8,14.5
1205,147.10521990000052,,100.1,up,8,14.6
1206,147.15981199999987,,96.02,down,8,14.9
